model	nDCG	Recall	Precision	nDCGRendle2020	HR	F1	MAP	MAR	MRR	ACLT	APLT	ARP	PopREO	PopRSP	ItemCoverage	UserCoverage	Gini	SEntropy	EFD	EPC
AttributeItemKNN_nn=60_sim=correlation_bin=False_load=ItemAttributes	0.052387125247651704	0.08230935566638194	0.03177852348993289	0.057780680758252434	0.5922818791946308	0.037844244918192764	0.03452306152727348	0.044518963697638164	0.1061395630086914	27.211409395973153	0.5442281879194631	22.67453020134228	0.05170397552627284	0.001436384208930251	1840.0	596.0	0.5547816898614801	10.39014995638435	0.3471147701071403	0.03045086493619885
AttributeItemKNN_nn=20_sim=cosine_bin=False_load=ItemAttributes	0.05403527022681608	0.08390473802195661	0.030838926174496642	0.06020815664528488	0.6191275167785235	0.03705184458002568	0.03609389365909332	0.04550396017236513	0.12232040551496395	27.22986577181208	0.5445973154362416	23.445704697986578	0.010733569526613381	0.00218050794281814	1832.0	596.0	0.5170197158920838	10.291806260396335	0.3464409442855478	0.03047718716424573
AttributeItemKNN_nn=40_sim=correlation_bin=False_load=ItemAttributes	0.051244303495155116	0.07704145544528455	0.031006711409395978	0.056653411696978	0.5721476510067114	0.03639165057511001	0.033343168782520714	0.04227480346010761	0.10754531633729995	27.18959731543624	0.5437919463087248	22.872449664429528	0.027957936043363506	0.0005570894783052741	1850.0	596.0	0.5449490964300784	10.357440574710237	0.33796625177457257	0.029652689294974843
AttributeItemKNN_nn=40_sim=cosine_bin=False_load=ItemAttributes	0.05290682836944465	0.07910669051457027	0.03197986577181208	0.059413355345703654	0.5939597315436241	0.03752232012129118	0.03522300309486831	0.04448783227644672	0.11512006011215062	27.07046979865772	0.5414093959731544	23.325738255033556	0.021908997875257605	0.004242839180812193	1831.0	596.0	0.5025456112575688	10.250009633766446	0.35029358111260445	0.030838046371329798
AttributeItemKNN_nn=80_sim=cosine_bin=False_load=ItemAttributes	0.051044807225846686	0.08021306145637962	0.032516778523489935	0.05731708687705848	0.5973154362416108	0.038480601110049376	0.03524769861820721	0.04351573755046282	0.10720529392116165	27.453020134228186	0.5490604026845638	22.559765100671143	0.06644214325571723	0.011185273078736506	1830.0	596.0	0.5369840491328544	10.350822261134331	0.35451399416683715	0.0310171202311518
AttributeItemKNN_nn=100_sim=cosine_bin=False_load=ItemAttributes	0.05356311343816429	0.08070353582190903	0.03241610738255034	0.05940193202688042	0.5855704697986577	0.03832766999255711	0.036712132667111194	0.04485548374767231	0.11190764709208499	27.09731543624161	0.5419463087248322	22.75577181208054	0.04677939326356726	0.00316151516638841	1828.0	596.0	0.5418852893551496	10.350994068084246	0.36035775399398046	0.03162354488059851
AttributeItemKNN_nn=80_sim=correlation_bin=False_load=ItemAttributes	0.05067448459391592	0.0788168669856993	0.03151006711409395	0.05636542446270512	0.5738255033557047	0.03727547729440683	0.03438659018666043	0.043562396027847686	0.10350153221340296	27.196308724832214	0.5439261744966443	22.501711409395973	0.06294597628262597	0.0008276273708457908	1839.0	596.0	0.547695689334954	10.375073735709769	0.3432860408905235	0.03011985219793685
AttributeItemKNN_nn=100_sim=correlation_bin=False_load=ItemAttributes	0.053751980854204975	0.08184312003828058	0.03315436241610738	0.059998711613030796	0.5805369127516778	0.038930089915589085	0.036642600741489055	0.045032874818777865	0.1121799608035781	27.171140939597315	0.5434228187919463	22.678120805369126	0.04000012276095525	0.00018682404590199484	1848.0	596.0	0.5523160312886557	10.376029416430045	0.3645825963007484	0.032001395495589544
AttributeItemKNN_nn=60_sim=cosine_bin=False_load=ItemAttributes	0.05013100042963578	0.07597524139147897	0.030872483221476513	0.05674118410948099	0.5989932885906041	0.036483353517730695	0.03412896015928042	0.04333628132511587	0.10813633551159836	27.246644295302012	0.5449328859060403	22.84697986577181	0.008188332616584467	0.0028570676960058368	1837.0	596.0	0.5177721799278008	10.300171238048675	0.3380450370645461	0.029746175841910735
AttributeItemKNN_nn=20_sim=correlation_bin=False_load=ItemAttributes	0.052517875600514886	0.07740908031912345	0.030469798657718126	0.058179321000571556	0.5906040268456376	0.0362078496519279	0.036009958364705	0.044074692715997975	0.125588292591665	27.530201342281877	0.5506040268456376	22.847449664429533	0.030630685923866516	0.01430298832626364	1845.0	596.0	0.556707334225303	10.386432822532264	0.3492734811215299	0.030734065012065877
