model	nDCG	Recall	Precision	nDCGRendle2020	HR	F1	MAP	MAR	MRR	ACLT	APLT	ARP	PopREO	PopRSP	ItemCoverage	UserCoverage	Gini	SEntropy	EFD	EPC
UserKNN_nn=40_sim=correlation_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2868418353207968	0.2671588965173869	0.2039429530201342	0.31398187479755424	0.8842281879194631	0.19114432698048284	0.27048442262957373	0.1721296722960316	0.5251341630695995	0.6895973154362416	0.03447986577181208	94.08741610738255	0.9547734937732976	0.9417609798166046	902.0	596.0	0.14667278543324813	8.448059909602314	2.0813170144696875	0.1905917093592328
UserKNN_nn=100_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2963235014328355	0.267538241268571	0.1993288590604027	0.3191039037625944	0.8909395973154363	0.1887596574955173	0.275630822824196	0.1761357673618483	0.5692723605485024	0.3087248322147651	0.015436241610738253	110.6447986577181	0.9862388457117631	0.9740067600349003	725.0	596.0	0.09049962313687143	7.746218876515811	2.044561311823144	0.1862224535943395
UserKNN_nn=40_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2895309656054836	0.2679085162054806	0.20369127516778524	0.3183270744795153	0.87751677852349	0.1910115295432566	0.2748294224668486	0.1735369180023386	0.559002785152088	0.8456375838926175	0.04228187919463087	92.86359060402684	0.9494848544220662	0.9284929772222849	1000.0	596.0	0.1577314642845551	8.53317708139471	2.1051697588013787	0.1926949129332535
UserKNN_nn=80_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2972464090034962	0.27226939497651614	0.20251677852348993	0.3215928580790787	0.8758389261744967	0.19206103006915579	0.2773660789939237	0.17720327832243596	0.5610094610230318	0.3926174496644295	0.019630872483221477	106.34890939597315	0.9757095549859903	0.9669211064522482	763.0	596.0	0.10292095972072479	7.930761543529509	2.074335514065099	0.1892458810627315
UserKNN_nn=20_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2649486502809934	0.2457568939398937	0.1910234899328859	0.2907606158432362	0.8422818791946308	0.17654488419725228	0.25071803474688353	0.15837735156202218	0.496761338880043	1.6057046979865772	0.08028523489932886	80.21677852348992	0.9105309840439548	0.8633847682486796	1222.0	596.0	0.22988118894005916	9.079424752021904	1.9658494157144732	0.17990823264415637
UserKNN_nn=60_sim=cosine_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2926683980366027	0.26811381837705794	0.20310402684563755	0.3196800439974052	0.8741610738255033	0.19091791555915205	0.278272479620797	0.1767722490755021	0.5534659874321083	0.5771812080536913	0.02885906040268456	100.23926174496644	0.9704521102900743	0.9512990081018854	874.0	596.0	0.12431641716764785	8.19407877912057	2.0876321498302155	0.1907697594053413
UserKNN_nn=100_sim=correlation_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2905039322933666	0.2610573781134869	0.19949664429530203	0.3131188525394442	0.8758389261744967	0.1865642558999704	0.27137936060899975	0.1694132859014933	0.5526329814187332	0.14261744966442952	0.007130872483221477	113.75805369127518	0.9944843191620631	0.9880082407160931	564.0	596.0	0.07663773175279187	7.556859070765119	2.0272967135827207	0.18489377448810407
UserKNN_nn=80_sim=correlation_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2961828573808656	0.26636292403040146	0.20201342281879195	0.31995916849078243	0.8791946308724832	0.18920450490871774	0.2762470787707466	0.17327976444905194	0.567499142128768	0.22986577181208054	0.011493288590604027	108.56619127516778	0.9891264124741903	0.9806585794840602	646.0	596.0	0.09096384999044294	7.789120599648622	2.0739674425727928	0.18937778356067078
UserKNN_nn=20_sim=correlation_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.26766585019541994	0.25036856176950634	0.18959731543624161	0.29205551709478006	0.8506711409395973	0.1786635623149008	0.2498466354342863	0.16127093014202853	0.5063339284603465	1.4043624161073827	0.07021812080536913	81.33120805369127	0.8963055482989516	0.8807100055991228	1191.0	596.0	0.22088948714157441	9.028227653951259	1.9664993805493525	0.18003513354832051
UserKNN_nn=60_sim=correlation_imp=standard_bin=False_shrink=0_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.2945615653256554	0.2682408279424124	0.2047818791946309	0.31953774954133707	0.8758389261744967	0.19167228789283422	0.2766075519894322	0.17587695444489032	0.5512102809442401	0.34563758389261745	0.017281879194630874	101.84748322147652	0.9786254776987452	0.9708902483848681	762.0	596.0	0.11341731911471409	8.092213788586387	2.094280187173304	0.19152444003003755
