model	nDCG	Recall	Precision	nDCGRendle2020	HR	F1	MAP	MAR	MRR	ACLT	APLT	ARP	PopREO	PopRSP	ItemCoverage	UserCoverage	Gini	SEntropy	EFD	EPC
EASER_neighborhood=1862_l2_norm=18374136$168271586	0.2114580357776746	0.17703149556858314	0.14354026845637585	0.22416394068945772	0.8120805369127517	0.1284874471737608	0.19545715239932493	0.11310519547976051	0.4565870090074929	0.0	0.0	153.9836409395973	1.0	1.0	98.0	596.0	0.018775988228887375	5.56455017197269	1.405067928392707	0.12505554693061072
EASER_neighborhood=1862_l2_norm=28754079$46612463	0.21142855241671624	0.17703149556858314	0.14354026845637585	0.22413182208716043	0.8120805369127517	0.1284874471737608	0.19537485945692362	0.11304339571269054	0.4565762535437172	0.0	0.0	153.99085570469796	1.0	1.0	98.0	596.0	0.018770308234369093	5.564096672562799	1.4048497163072635	0.12503517670457565
EASER_neighborhood=1862_l2_norm=22111700$89318527	0.21144491572354077	0.17703149556858314	0.14354026845637585	0.22415347725394028	0.8120805369127517	0.1284874471737608	0.19543218435841728	0.11307828959671018	0.4565762535437172	0.0	0.0	153.98624161073823	1.0	1.0	98.0	596.0	0.018775086642455863	5.5644469178356015	1.4050028843749325	0.12504941605665032
EASER_neighborhood=1862_l2_norm=75298605$75037934	0.21136132239212505	0.17673494492085406	0.14354026845637582	0.22404188053241478	0.8120805369127517	0.12840648413977762	0.19533949454121602	0.11299378344513586	0.4565995570485644	0.0	0.0	154.00872483221477	1.0	1.0	97.0	596.0	0.01875597301010845	5.562652768884139	1.4046623385960657	0.12500846583766234
EASER_neighborhood=1862_l2_norm=67855082$99364877	0.21136467443525586	0.17673494492085406	0.14354026845637582	0.22404429280142663	0.8120805369127517	0.12840648413977762	0.19534788380296098	0.11299689057911548	0.4565995570485644	0.0	0.0	154.00771812080538	1.0	1.0	97.0	596.0	0.018756784437896634	5.562699931150055	1.4046824250479792	0.1250103260451093
EASER_neighborhood=1862_l2_norm=65314571$02427867	0.21136467443525586	0.17673494492085406	0.14354026845637582	0.22404429280142663	0.8120805369127517	0.12840648413977762	0.19534788380296098	0.11299689057911548	0.4565995570485644	0.0	0.0	154.00771812080538	1.0	1.0	97.0	596.0	0.018756784437896634	5.562699931150055	1.4046824250479792	0.1250103260451093
EASER_neighborhood=1862_l2_norm=94715397$59319083	0.21136043979908742	0.17673494492085406	0.14354026845637582	0.22404072751153745	0.8120805369127517	0.12840648413977762	0.19533425125262543	0.11299222987814606	0.4565995570485644	0.0	0.0	154.00872483221477	1.0	1.0	97.0	596.0	0.01875597301010845	5.562652768884139	1.4046518919124706	0.12500747152446798
EASER_neighborhood=1862_l2_norm=99623163$26251854	0.21135912082810407	0.17673494492085406	0.14354026845637582	0.2240393075818728	0.8120805369127517	0.12840648413977762	0.1953282589228076	0.11298841657735287	0.4565995570485644	0.0	0.0	154.00872483221477	1.0	1.0	97.0	596.0	0.01875597301010845	5.562652768884139	1.4046397991540265	0.1250063365226465
EASER_neighborhood=1862_l2_norm=66207192$32507165	0.21136467443525586	0.17673494492085406	0.14354026845637582	0.22404429280142663	0.8120805369127517	0.12840648413977762	0.19534788380296098	0.11299689057911548	0.4565995570485644	0.0	0.0	154.00771812080538	1.0	1.0	97.0	596.0	0.018756784437896634	5.562699931150055	1.4046824250479792	0.1250103260451093
EASER_neighborhood=1862_l2_norm=85597542$39503306	0.21136132239212505	0.17673494492085406	0.14354026845637582	0.22404188053241478	0.8120805369127517	0.12840648413977762	0.19533949454121602	0.11299378344513586	0.4565995570485644	0.0	0.0	154.00872483221477	1.0	1.0	97.0	596.0	0.01875597301010845	5.562652768884139	1.4046623385960657	0.12500846583766234
