model	metric	value
EASER_neighborhood=1861_l2_norm=85597542$39503306	HR	0.9026845637583892
EASER_neighborhood=1861_l2_norm=85597542$39503306	F1	0.12582830648263482
EASER_neighborhood=1861_l2_norm=85597542$39503306	MAP	0.14702063370872182
EASER_neighborhood=1861_l2_norm=85597542$39503306	MAR	0.1917728771595316
EASER_neighborhood=1861_l2_norm=85597542$39503306	MRR	0.4511029660797561
EASER_neighborhood=1861_l2_norm=85597542$39503306	ACLT	0.0
EASER_neighborhood=1861_l2_norm=85597542$39503306	APLT	0.0
EASER_neighborhood=1861_l2_norm=85597542$39503306	ARP	119.92516778523489
EASER_neighborhood=1861_l2_norm=85597542$39503306	PopREO	1.0
EASER_neighborhood=1861_l2_norm=85597542$39503306	PopRSP	1.0
EASER_neighborhood=1861_l2_norm=85597542$39503306	ItemCoverage	187.0
EASER_neighborhood=1861_l2_norm=85597542$39503306	UserCoverage	596.0
EASER_neighborhood=1861_l2_norm=85597542$39503306	Gini	0.041614382622500945
EASER_neighborhood=1861_l2_norm=85597542$39503306	SEntropy	6.667740924945908
EASER_neighborhood=1861_l2_norm=85597542$39503306	EFD	1.0502285232538715
EASER_neighborhood=1861_l2_norm=85597542$39503306	EPC	0.09598269096730404
