model	metric	value
EASER_neighborhood=2234_l2_norm=75298605$75037934	EPC	0.006649038640965591
EASER_neighborhood=2234_l2_norm=67855082$99364877	nDCG	0.018822381111549224
EASER_neighborhood=2234_l2_norm=67855082$99364877	Recall	0.03126377663482733
EASER_neighborhood=2234_l2_norm=67855082$99364877	Precision	0.007053637031594415
EASER_neighborhood=2234_l2_norm=67855082$99364877	nDCGRendle2020	0.018822381111549224
EASER_neighborhood=2234_l2_norm=67855082$99364877	HR	0.06612784717119764
EASER_neighborhood=2234_l2_norm=67855082$99364877	F1	0.011294632382068091
EASER_neighborhood=2234_l2_norm=67855082$99364877	MAP	0.007576595173950061
EASER_neighborhood=2234_l2_norm=67855082$99364877	MAR	0.018379867744305656
EASER_neighborhood=2234_l2_norm=67855082$99364877	MRR	0.020978097337391973
EASER_neighborhood=2234_l2_norm=67855082$99364877	ACLT	0.029390154298310066
EASER_neighborhood=2234_l2_norm=67855082$99364877	APLT	0.0029390154298310064
EASER_neighborhood=2234_l2_norm=67855082$99364877	ARP	125.20690668626011
EASER_neighborhood=2234_l2_norm=67855082$99364877	PopREO	0.8858675357300472
EASER_neighborhood=2234_l2_norm=67855082$99364877	PopRSP	0.9973889641940143
EASER_neighborhood=2234_l2_norm=67855082$99364877	ItemCoverage	227.0
EASER_neighborhood=2234_l2_norm=67855082$99364877	UserCoverage	1361.0
EASER_neighborhood=2234_l2_norm=67855082$99364877	Gini	0.011103766131762782
EASER_neighborhood=2234_l2_norm=67855082$99364877	SEntropy	4.993663015711625
EASER_neighborhood=2234_l2_norm=67855082$99364877	EFD	0.05476912145327205
EASER_neighborhood=2234_l2_norm=67855082$99364877	EPC	0.006653983809767043
EASER_neighborhood=2234_l2_norm=65314571$02427867	nDCG	0.018822381111549224
EASER_neighborhood=2234_l2_norm=65314571$02427867	Recall	0.03126377663482733
EASER_neighborhood=2234_l2_norm=65314571$02427867	Precision	0.007053637031594415
EASER_neighborhood=2234_l2_norm=65314571$02427867	nDCGRendle2020	0.018822381111549224
EASER_neighborhood=2234_l2_norm=65314571$02427867	HR	0.06612784717119764
EASER_neighborhood=2234_l2_norm=65314571$02427867	F1	0.011294632382068091
EASER_neighborhood=2234_l2_norm=65314571$02427867	MAP	0.007576595173950061
EASER_neighborhood=2234_l2_norm=65314571$02427867	MAR	0.018379867744305656
EASER_neighborhood=2234_l2_norm=65314571$02427867	MRR	0.020978097337391973
EASER_neighborhood=2234_l2_norm=65314571$02427867	ACLT	0.028655400440852314
EASER_neighborhood=2234_l2_norm=65314571$02427867	APLT	0.0028655400440852313
EASER_neighborhood=2234_l2_norm=65314571$02427867	ARP	125.20323291697282
EASER_neighborhood=2234_l2_norm=65314571$02427867	PopREO	0.8858675357300472
EASER_neighborhood=2234_l2_norm=65314571$02427867	PopRSP	0.997454344353654
EASER_neighborhood=2234_l2_norm=65314571$02427867	ItemCoverage	225.0
EASER_neighborhood=2234_l2_norm=65314571$02427867	UserCoverage	1361.0
EASER_neighborhood=2234_l2_norm=65314571$02427867	Gini	0.011095276812675303
EASER_neighborhood=2234_l2_norm=65314571$02427867	SEntropy	4.993676349361946
EASER_neighborhood=2234_l2_norm=65314571$02427867	EFD	0.05476912145327205
EASER_neighborhood=2234_l2_norm=65314571$02427867	EPC	0.006653983809767043
EASER_neighborhood=2234_l2_norm=94715397$59319083	nDCG	0.018799864123947078
EASER_neighborhood=2234_l2_norm=94715397$59319083	Recall	0.03126377663482733
EASER_neighborhood=2234_l2_norm=94715397$59319083	Precision	0.007053637031594415
EASER_neighborhood=2234_l2_norm=94715397$59319083	nDCGRendle2020	0.018799864123947078
EASER_neighborhood=2234_l2_norm=94715397$59319083	HR	0.06612784717119764
EASER_neighborhood=2234_l2_norm=94715397$59319083	F1	0.011294632382068091
EASER_neighborhood=2234_l2_norm=94715397$59319083	MAP	0.007561900096800906
EASER_neighborhood=2234_l2_norm=94715397$59319083	MAR	0.01830639235855988
EASER_neighborhood=2234_l2_norm=94715397$59319083	MRR	0.02095360554214338
EASER_neighborhood=2234_l2_norm=94715397$59319083	ACLT	0.029390154298310066
EASER_neighborhood=2234_l2_norm=94715397$59319083	APLT	0.0029390154298310064
EASER_neighborhood=2234_l2_norm=94715397$59319083	ARP	125.20411462160176
EASER_neighborhood=2234_l2_norm=94715397$59319083	PopREO	0.8858675357300472
EASER_neighborhood=2234_l2_norm=94715397$59319083	PopRSP	0.9973889641940143
EASER_neighborhood=2234_l2_norm=94715397$59319083	ItemCoverage	227.0
EASER_neighborhood=2234_l2_norm=94715397$59319083	UserCoverage	1361.0
EASER_neighborhood=2234_l2_norm=94715397$59319083	Gini	0.011111005086023584
